model_name,label,loss,distance,radius,X,Y,tsne_0,tsne_1
vae_rf_100,7,0.14001186,1.1791445,0.09945637,-0.7836684,-0.8810481,-33.596058,43.86816
vae_rf_100,2,0.28001606,1.285701,0.11251844,1.1328399,0.6080302,73.4314,-52.241745
vae_rf_100,1,0.04662063,2.3205101,0.19524175,0.1337479,-2.3166525,0.30997747,93.24148
vae_rf_100,0,0.19217896,1.2768966,0.11359993,0.43040565,1.2021713,6.441392,-74.84669
vae_rf_100,4,0.16628066,1.4574465,0.15559733,-1.4104055,0.36729613,-52.94238,-16.700644
vae_rf_100,1,0.050702047,1.8210897,0.1357877,0.052202173,-1.8203413,2.0575554,82.78002
vae_rf_100,4,0.22544245,1.1732723,0.15885521,-1.1541023,-0.211224,-48.50042,8.886446
vae_rf_100,9,0.21896024,1.6744882,0.17769828,-1.5424334,0.6517745,-59.16481,-29.680017
vae_rf_100,5,0.3210228,0.3953592,0.15158619,-0.32843232,0.2200934,-7.202198,3.580398
vae_rf_100,9,0.17368712,0.85125893,0.07798252,-0.34899804,-0.7764291,-8.272188,44.17886
vae_rf_100,0,0.18869592,1.9034693,0.12518369,0.1338967,1.8987541,-23.602827,-71.7717
vae_rf_100,6,0.22761293,2.4682243,0.15735926,2.145869,1.2195808,21.55512,-63.26277
vae_rf_100,9,0.13160445,1.2332053,0.13943973,-1.181709,-0.35264564,-51.852905,15.920545
vae_rf_100,0,0.1698381,1.8840016,0.11375727,-0.05528941,1.8831902,-24.803534,-68.730095
vae_rf_100,1,0.056546796,1.9877713,0.16917017,-0.7641515,-1.8350224,-21.187082,78.68224
vae_rf_100,5,0.22292253,1.526486,0.117377184,-0.39566058,1.4743176,-28.617327,-48.231537
vae_rf_100,9,0.1647002,1.4800006,0.16131575,-1.4753666,-0.11702627,-61.843773,1.6445122
vae_rf_100,7,0.21107434,1.1117284,0.1257638,-0.99100477,-0.5038348,-46.23258,22.907068
vae_rf_100,3,0.3128079,1.1657681,0.1157878,-0.29147023,1.1287429,-22.05656,-41.873684
vae_rf_100,4,0.1321365,1.455538,0.1733617,-1.4555063,-0.009604883,-58.142155,-3.8409343
vae_rf_100,9,0.14297713,1.0070189,0.097776465,-0.40755075,-0.9208635,-12.720619,52.4751
vae_rf_100,6,0.15957539,2.0948675,0.15723474,2.094859,0.00592387,40.183563,-44.454018
vae_rf_100,6,0.33861408,1.3931208,0.19755834,0.81785375,1.1277858,16.674503,-84.50998
vae_rf_100,5,0.19557421,0.16518039,0.13906544,0.091413885,-0.13757929,25.31906,24.049904
vae_rf_100,4,0.14692797,1.4643183,0.20133418,-1.4431957,0.24781908,-56.56082,-13.133646
vae_rf_100,0,0.2567632,1.797014,0.11228681,0.654078,1.6737506,-8.865046,-81.51711
vae_rf_100,7,0.123123474,2.3925626,0.21734022,-2.3895082,-0.12085508,-83.22869,-22.68163
vae_rf_100,4,0.15348649,1.4473296,0.15743567,-1.4376931,0.16673772,-57.170727,-9.737893
vae_rf_100,0,0.17543507,1.4381074,0.103412636,0.1904114,1.4254459,-9.4222145,-65.16155
vae_rf_100,1,0.07306697,2.2678134,0.18790735,-1.4562697,-1.7384638,-39.629642,74.00511
vae_rf_100,3,0.22374485,0.19410858,0.1131284,-0.060420528,0.18446544,11.184723,5.1851854
vae_rf_100,1,0.06342757,2.4682732,0.2644375,-1.7796408,-1.7103367,-45.17382,73.41261
vae_rf_100,3,0.18558206,0.9558093,0.12114578,-0.3566135,0.886791,-20.978119,-32.31537
vae_rf_100,4,0.41509557,1.0560548,0.1491987,-0.49010032,0.9354429,-24.832342,-30.966011
vae_rf_100,7,0.15811956,0.82347184,0.08849632,-0.12914586,-0.8132818,5.357205,51.61305
vae_rf_100,2,0.25756583,0.8648633,0.102881014,0.7342393,0.45703512,68.52653,-15.167559
vae_rf_100,7,0.22860263,1.19358,0.14277104,-1.1080558,-0.44367293,-49.63587,19.896961
vae_rf_100,1,0.05198926,2.2929568,0.1996934,-1.3246305,-1.8716317,-36.335346,76.24321
vae_rf_100,2,0.23738112,0.5152523,0.15383011,0.4556188,0.24061675,43.519356,-0.5574712
vae_rf_100,1,0.07682178,2.0437326,0.14353843,-0.6257356,-1.9455842,-19.109125,81.260254
vae_rf_100,1,0.05502649,2.83215,0.2981504,-0.83664316,-2.7057533,-27.042692,91.30908
vae_rf_100,7,0.16725436,0.98490584,0.1250158,-0.7083804,-0.68427825,-26.889599,36.60359
vae_rf_100,4,0.16196759,1.1937463,0.16280206,-1.1729096,-0.222066,-49.257282,9.298583
vae_rf_100,2,0.23157324,0.7374388,0.16135101,0.64389104,-0.3594723,54.989426,34.538956
vae_rf_100,3,0.24258693,0.27129787,0.12656529,-0.22455558,-0.15224099,10.29697,25.680328
vae_rf_100,5,0.17431581,0.3968144,0.1365812,0.124725096,0.37670323,25.033064,-7.312354
vae_rf_100,1,0.19097866,2.2336571,0.18600652,-2.0239112,-0.944991,-84.866356,14.021964
vae_rf_100,2,0.21473326,1.1156572,0.14025012,1.0828626,0.2685133,74.83169,-37.66359
vae_rf_100,4,0.21865216,1.3237187,0.14606649,-1.3188322,0.1136351,-51.966045,-6.712204
