model_name,label,loss,distance,radius,X,Y,tsne_0,tsne_1
vae_rf_1,7,0.233992,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101392075,1.4060777
vae_rf_1,2,0.34658995,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10155509,1.4061873
vae_rf_1,1,0.18104967,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149407,1.4060841
vae_rf_1,0,0.28010672,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101523615,1.4061664
vae_rf_1,4,0.23626688,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10150919,1.4061188
vae_rf_1,1,0.18522665,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10148862,1.406207
vae_rf_1,4,0.24458742,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149903,1.4060814
vae_rf_1,9,0.25271943,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149922,1.406151
vae_rf_1,5,0.30702797,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149729,1.4061534
vae_rf_1,9,0.26638848,0.00014751194,1.0000098,-1.3048095e-05,-0.00014693371,3.4752724,-14.040393
vae_rf_1,0,0.31570205,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101508826,1.4061836
vae_rf_1,6,0.2938438,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10148488,1.4061626
vae_rf_1,9,0.21717942,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149669,1.4062265
vae_rf_1,0,0.28440335,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10153421,1.4061522
vae_rf_1,1,0.18823406,0.0003400883,1.000156,0.00032901642,-8.607111e-05,4.0725346,-15.495733
vae_rf_1,5,0.2910972,9.675405e-05,0.9999994,-3.347286e-05,-9.0779475e-05,2.1113095,-12.111744
vae_rf_1,9,0.23572312,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.1015601,1.4062216
vae_rf_1,7,0.26480648,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149704,1.4061291
vae_rf_1,3,0.39882895,7.4412514e-05,0.9999656,2.2571188e-05,-7.0906724e-05,3.1771338,-14.56673
vae_rf_1,4,0.1993711,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101533465,1.4061311
vae_rf_1,9,0.22625463,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10148457,1.4061486
vae_rf_1,6,0.23384605,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151281,1.4062091
vae_rf_1,6,0.26854253,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101487055,1.4061651
vae_rf_1,5,0.23159656,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151264,1.4061642
vae_rf_1,4,0.20525005,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149114,1.4061521
vae_rf_1,0,0.42726448,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.1014877,1.4061121
vae_rf_1,7,0.24700539,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151066,1.4061275
vae_rf_1,4,0.22520077,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151002,1.4060996
vae_rf_1,0,0.27733925,0.00011461733,0.9999908,-5.4462835e-05,-0.00010085104,-0.17088842,-13.557837
vae_rf_1,1,0.19150186,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149904,1.4061223
vae_rf_1,3,0.2351819,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151826,1.4061265
vae_rf_1,1,0.1854975,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149576,1.4062091
vae_rf_1,3,0.27273792,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101486996,1.4061291
vae_rf_1,4,0.3224907,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10148078,1.4061545
vae_rf_1,7,0.2479849,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10147021,1.4061592
vae_rf_1,2,0.32169908,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10146565,1.4061592
vae_rf_1,7,0.26376623,8.383e-05,1.0000026,-8.339772e-06,-8.3414125e-05,2.9983742,-13.599474
vae_rf_1,1,0.1872351,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.101477705,1.4062052
vae_rf_1,2,0.23048112,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10149637,1.4061217
vae_rf_1,1,0.19317745,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10148825,1.4059814
vae_rf_1,1,0.17478752,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10147063,1.4059031
vae_rf_1,7,0.20349346,9.414585e-05,0.9999988,-3.474189e-05,-8.75011e-05,-0.10151207,1.4060588
