model_name,label,loss,distance,radius,X,Y,tsne_0,tsne_1
vae_rf_10,7,0.23354839,0.0004881313,1.0013571,0.0004506571,0.00018756429,-11.51948,6.0449715
vae_rf_10,2,0.34470114,0.0032301778,0.99609846,-0.002341682,-0.0022249883,52.79667,-6.0265374
vae_rf_10,1,0.17845464,0.0041014417,1.0054072,0.0037605364,0.0016371291,-79.79666,9.571725
vae_rf_10,0,0.28103316,0.0035336155,0.997055,-0.0028655366,-0.002067641,42.990562,-42.253536
vae_rf_10,4,0.23569046,0.0042406875,0.9990484,-0.0036926195,-0.0020851842,43.399445,-51.92804
vae_rf_10,1,0.18351011,0.0043292437,1.0035546,0.0043024276,0.0004811107,-78.48536,21.980785
vae_rf_10,4,0.24489118,0.0013383207,1.0001686,-0.0013296067,0.00015247345,37.30362,-7.085889
vae_rf_10,9,0.2513593,0.003361478,0.99734956,-0.0027001437,-0.0020021885,55.435104,-9.6035385
vae_rf_10,5,0.3087543,0.001771688,0.9952348,-0.0014248627,-0.001052922,78.8936,15.143173
vae_rf_10,9,0.26808622,0.0032882483,0.9979842,0.00047908595,-0.0032531605,24.59792,43.811794
vae_rf_10,0,0.3164493,0.0041372264,0.99449414,-0.001447354,-0.0038757976,18.320755,9.103212
vae_rf_10,6,0.2938998,0.0053249653,0.9945376,-0.004491016,-0.0028611245,25.163357,-63.84412
vae_rf_10,9,0.2170465,0.0027901463,1.0013092,0.0015238129,0.002337287,-59.48008,-17.272856
vae_rf_10,0,0.28431317,0.0066942936,0.9950625,-0.004453965,-0.0049975757,-4.188071,-59.155727
vae_rf_10,1,0.18674126,0.004593898,1.0035459,0.0017805875,0.0042347857,-77.5426,-33.349274
vae_rf_10,5,0.289355,0.004330107,0.99620116,-0.004256723,-0.0007938122,51.31713,-64.11604
vae_rf_10,9,0.23565483,0.005633926,0.9993179,-0.005162598,-0.0022558155,31.365034,-71.444756
vae_rf_10,7,0.26476863,0.0024607016,0.99948114,-0.002387873,0.0005942356,58.028507,-22.707527
vae_rf_10,3,0.3982822,0.008211661,0.98818487,-0.008128818,0.0011634845,49.877377,-77.21493
vae_rf_10,4,0.19791313,0.0015663434,1.002412,0.0014685576,0.00054476585,-34.828514,7.700688
vae_rf_10,9,0.22713687,0.0025211766,1.0003287,0.0025006377,0.00032115902,-52.402847,19.651316
vae_rf_10,6,0.23272525,0.0039002998,0.99924,-0.0024640695,-0.003023359,28.739653,-32.359848
vae_rf_10,6,0.26770476,0.0023317335,0.99928874,-0.0012854346,-0.0019454149,50.579006,14.100485
vae_rf_10,5,0.23213862,0.0023367028,1.0003792,0.0023365282,2.856867e-05,-46.372124,25.190071
vae_rf_10,4,0.20358324,0.0011548414,1.0030161,0.0011538852,4.6986388e-05,-27.403645,14.384161
